0,0.000405427
1,0.000440489
2,0.00038863
3,0.000366638
4,0.000337812
5,0.000407057
6,0.000421152
7,0.000403048
8,0.000327236
9,0.000436585
10,0.000387236
11,0.000403264
12,0.000371842
13,0.000382959
14,0.000382141
15,0.000396653
16,0.000361486
17,0.000451816
18,0.00046059
19,0.000330669
20,0.000404811
21,0.000349733
22,0.00040253
23,0.000429191
24,0.000355585
25,0.000359453
26,0.000451712
27,0.000401924
28,0.0003435
29,0.000406076
30,0.00036247
31,0.000447774
32,0.000369644
33,0.000370065
34,0.000403721
35,0.000485963
36,0.000390264
37,0.000334862
38,0.000412946
39,0.000394401
40,0.000425333
41,0.000332559
42,0.00043042
43,0.000410883
44,0.000404461
45,0.000339491
46,0.00040678
47,0.000418981
48,0.000324626
49,0.000377371
50,0.000350143
51,0.000356652
52,0.000351403
53,0.000385835
54,0.000320806
55,0.000399217
56,0.000358391
57,0.000385017
58,0.000407923
59,0.000426747
60,0.000409225
61,0.000375409
62,0.000412717
63,0.000408411
64,0.00033882
65,0.00043453
66,0.00042632
67,0.000407564
68,0.000404771
69,0.000401338
70,0.000412023
71,0.000370318
72,0.000428579
73,0.000326331
74,0.0004584
75,0.000390427
76,0.00043912
77,0.000345517
78,0.000384764
79,0.000405426
80,0.00036148
81,0.000345791
82,0.000412141
83,0.000352035
84,0.000413789
85,0.000346055
86,0.000387484
87,0.000427777
88,0.000418856
89,0.000394431
90,0.000355749
91,0.000388339
92,0.000396583
93,0.000396371
94,0.000324476
95,0.000403659
96,0.000364224
97,0.000333104
98,0.000414403
99,0.000413028
100,0.000401378
101,0.000419052
102,0.000349011
103,0.000378223
104,0.000415327
105,0.000380996
106,0.000380517
107,0.000351188
108,0.000399815
109,0.000460088
110,0.000347313
111,0.000406336
112,0.000414967
113,0.000398929
114,0.000475008
115,0.000415548
116,0.000324498
117,0.000426373
118,0.000425267
119,0.000358656
120,0.000360195
121,0.000357046
122,0.000423198
123,0.000401334
124,0.000377247
125,0.000405109
126,0.000442356
127,0.00035526
128,0.00035019
129,0.000429069
130,0.000405162
131,0.000398683
132,0.000481811
133,0.000399825
134,0.000364041
135,0.000390385
136,0.000363787
137,0.000391616
138,0.00044222
139,0.000381822
140,0.00033597
141,0.000389927
142,0.000309498
143,0.000454329
144,0.000374381
145,0.000376281
